x,y,time,u
0.180000,0.100000,0.050000,0.000054
0.200000,0.100000,0.050000,0.000082
0.220000,0.100000,0.050000,0.000120
0.240000,0.100000,0.050000,0.000173
0.260000,0.100000,0.050000,0.000241
0.280000,0.100000,0.050000,0.000328
0.300000,0.100000,0.050000,0.000434
0.320000,0.100000,0.050000,0.000560
0.340000,0.100000,0.050000,0.000704
0.360000,0.100000,0.050000,0.000861
0.380000,0.100000,0.050000,0.001026
0.400000,0.100000,0.050000,0.001190
0.420000,0.100000,0.050000,0.001343
0.440000,0.100000,0.050000,0.001476
0.460000,0.100000,0.050000,0.001579
0.480000,0.100000,0.050000,0.001644
0.500000,0.100000,0.050000,0.001666
0.520000,0.100000,0.050000,0.001644
0.540000,0.100000,0.050000,0.001579
0.560000,0.100000,0.050000,0.001476
0.580000,0.100000,0.050000,0.001343
0.600000,0.100000,0.050000,0.001190
0.620000,0.100000,0.050000,0.001026
0.640000,0.100000,0.050000,0.000861
0.660000,0.100000,0.050000,0.000704
0.680000,0.100000,0.050000,0.000560
0.700000,0.100000,0.050000,0.000434
0.720000,0.100000,0.050000,0.000328
0.740000,0.100000,0.050000,0.000241
0.760000,0.100000,0.050000,0.000173
0.780000,0.100000,0.050000,0.000120
0.800000,0.100000,0.050000,0.000082
0.820000,0.100000,0.050000,0.000054
0.840000,0.100000,0.050000,0.000035
0.860000,0.100000,0.050000,0.000022
0.880000,0.100000,0.050000,0.000014
0.900000,0.100000,0.050000,0.000008
0.920000,0.100000,0.050000,0.000005
0.940000,0.100000,0.050000,0.000002
0.960000,0.100000,0.050000,0.000001
0.980000,0.100000,0.050000,0.000000
0.000000,0.120000,0.050000,0.000000
0.020000,0.120000,0.050000,0.000001
0.040000,0.120000,0.050000,0.000002
0.060000,0.120000,0.050000,0.000004
0.080000,0.120000,0.050000,0.000008
0.100000,0.120000,0.050000,0.000014
0.120000,0.120000,0.050000,0.000023
0.140000,0.120000,0.050000,0.000037
0.160000,0.120000,0.050000,0.000059
0.180000,0.120000,0.050000,0.000091
0.200000,0.120000,0.050000,0.000137
0.220000,0.120000,0.050000,0.000201
0.240000,0.120000,0.050000,0.000288
0.260000,0.120000,0.050000,0.000403
0.280000,0.120000,0.050000,0.000547
0.300000,0.120000,0.050000,0.000725
0.320000,0.120000,0.050000,0.000935
0.340000,0.120000,0.050000,0.001175
0.360000,0.120000,0.050000,0.001437
0.380000,0.120000,0.050000,0.001712
0.400000,0.120000,0.050000,0.001985
0.420000,0.120000,0.050000,0.002241
0.440000,0.120000,0.050000,0.002463
0.460000,0.120000,0.050000,0.002634
0.480000,0.120000,0.050000,0.002743
0.500000,0.120000,0.050000,0.002780
0.520000,0.120000,0.050000,0.002743
0.540000,0.120000,0.050000,0.002634
0.560000,0.120000,0.050000,0.002463
0.580000,0.120000,0.050000,0.002241
0.600000,0.120000,0.050000,0.001985
0.620000,0.120000,0.050000,0.001712
0.640000,0.120000,0.050000,0.001437
0.660000,0.120000,0.050000,0.001175
0.680000,0.120000,0.050000,0.000935
0.700000,0.120000,0.050000,0.000725
0.720000,0.120000,0.050000,0.000547
0.740000,0.120000,0.050000,0.000403
0.760000,0.120000,0.050000,0.000288
0.780000,0.120000,0.050000,0.000201
0.800000,0.120000,0.050000,0.000137
0.820000,0.120000,0.050000,0.000091
0.840000,0.120000,0.050000,0.000059
0.860000,0.120000,0.050000,0.000037
0.880000,0.120000,0.050000,0.000023
0.900000,0.120000,0.050000,0.000013
0.920000,0.120000,0.050000,0.000008
0.940000,0.120000,0.050000,0.000004
0.960000,0.120000,0.050000,0.000002
0.980000,0.120000,0.050000,0.000000
0.000000,0.140000,0.050000,0.000000
0.020000,0.140000,0.050000,0.000002
0.040000,0.140000,0.050000,0.000004
0.060000,0.140000,0.050000,0.000007
0.080000,0.140000,0.050000,0.000013
0.100000,0.140000,0.050000,0.000022
0.120000,0.140000,0.050000,0.000037
0.140000,0.140000,0.050000,0.000060
0.160000,0.140000,0.050000,0.000095
0.180000,0.140000,0.050000,0.000148
0.200000,0.140000,0.050000,0.000223
0.220000,0.140000,0.050000,0.000328
0.240000,0.140000,0.050000,0.000469
0.260000,0.140000,0.050000,0.000655
0.280000,0.140000,0.050000,0.000891
0.300000,0.140000,0.050000,0.001180
0.320000,0.140000,0.050000,0.001522
0.340000,0.140000,0.050000,0.001911
0.360000,0.140000,0.050000,0.002338
0.380000,0.140000,0.050000,0.002784
0.400000,0.140000,0.050000,0.003228
0.420000,0.140000,0.050000,0.003644
0.440000,0.140000,0.050000,0.004004
0.460000,0.140000,0.050000,0.004283
0.480000,0.140000,0.050000,0.004460
0.500000,0.140000,0.050000,0.004521
0.520000,0.140000,0.050000,0.004460
0.540000,0.140000,0.050000,0.004283
0.560000,0.140000,0.050000,0.004004
0.580000,0.140000,0.050000,0.003644
0.600000,0.140000,0.050000,0.003228
0.620000,0.140000,0.050000,0.002784
0.640000,0.140000,0.050000,0.002338
0.660000,0.140000,0.050000,0.001911
0.680000,0.140000,0.050000,0.001522
0.700000,0.140000,0.050000,0.001180
0.720000,0.140000,0.050000,0.000891
0.740000,0.140000,0.050000,0.000655
0.760000,0.140000,0.050000,0.000469
0.780000,0.140000,0.050000,0.000328
0.800000,0.140000,0.050000,0.000223
0.820000,0.140000,0.050000,0.000148
0.840000,0.140000,0.050000,0.000095
0.860000,0.140000,0.050000,0.000060
0.880000,0.140000,0.050000,0.000037
0.900000,0.140000,0.050000,0.000022
0.920000,0.140000,0.050000,0.000013
0.940000,0.140000,0.050000,0.000007
0.960000,0.140000,0.050000,0.000003
0.980000,0.140000,0.050000,0.000000
0.000000,0.160000,0.050000,0.000000
0.020000,0.160000,0.050000,0.000003
0.040000,0.160000,0.050000,0.000006
0.060000,0.160000,0.050000,0.000011
0.080000,0.160000,0.050000,0.000020
0.100000,0.160000,0.050000,0.000035
0.120000,0.160000,0.050000,0.000059
0.140000,0.160000,0.050000,0.000095
0.160000,0.160000,0.050000,0.000152
0.180000,0.160000,0.050000,0.000234
0.200000,0.160000,0.050000,0.000354
0.220000,0.160000,0.050000,0.000520
0.240000,0.160000,0.050000,0.000745
0.260000,0.160000,0.050000,0.001039
0.280000,0.160000,0.050000,0.001413
0.300000,0.160000,0.050000,0.001871
0.320000,0.160000,0.050000,0.002413
0.340000,0.160000,0.050000,0.003031
0.360000,0.160000,0.050000,0.003706
0.380000,0.160000,0.050000,0.004414
0.400000,0.160000,0.050000,0.005117
0.420000,0.160000,0.050000,0.005776
0.440000,0.160000,0.050000,0.006347
0.460000,0.160000,0.050000,0.006789
0.480000,0.160000,0.050000,0.007069
0.500000,0.160000,0.050000,0.007165
0.520000,0.160000,0.050000,0.007069
0.540000,0.160000,0.050000,0.006789
0.560000,0.160000,0.050000,0.006347
0.580000,0.160000,0.050000,0.005776
0.600000,0.160000,0.050000,0.005117
0.620000,0.160000,0.050000,0.004414
0.640000,0.160000,0.050000,0.003706
0.660000,0.160000,0.050000,0.003031
0.680000,0.160000,0.050000,0.002413
0.700000,0.160000,0.050000,0.001871
0.720000,0.160000,0.050000,0.001413
0.740000,0.160000,0.050000,0.001039
0.760000,0.160000,0.050000,0.000745
0.780000,0.160000,0.050000,0.000520
0.800000,0.160000,0.050000,0.000354
0.820000,0.160000,0.050000,0.000234
0.840000,0.160000,0.050000,0.000151
0.860000,0.160000,0.050000,0.000095
0.880000,0.160000,0.050000,0.000059
0.900000,0.160000,0.050000,0.000035
0.920000,0.160000,0.050000,0.000020
0.940000,0.160000,0.050000,0.000011
0.960000,0.160000,0.050000,0.000005
0.980000,0.160000,0.050000,0.000000
0.000000,0.180000,0.050000,0.000000
0.020000,0.180000,0.050000,0.000004
0.040000,0.180000,0.050000,0.000009
0.060000,0.180000,0.050000,0.000018
0.080000,0.180000,0.050000,0.000032
0.100000,0.180000,0.050000,0.000054
0.120000,0.180000,0.050000,0.000091
0.140000,0.180000,0.050000,0.000148
0.160000,0.180000,0.050000,0.000234
0.180000,0.180000,0.050000,0.000363
0.200000,0.180000,0.050000,0.000547
0.220000,0.180000,0.050000,0.000804
0.240000,0.180000,0.050000,0.001152
0.260000,0.180000,0.050000,0.001607
0.280000,0.180000,0.050000,0.002184
0.300000,0.180000,0.050000,0.002892
0.320000,0.180000,0.050000,0.003730
0.340000,0.180000,0.050000,0.004685
0.360000,0.180000,0.050000,0.005729
0.380000,0.180000,0.050000,0.006822
0.400000,0.180000,0.050000,0.007909
0.420000,0.180000,0.050000,0.008927
0.440000,0.180000,0.050000,0.009809
0.460000,0.180000,0.050000,0.010492
0.480000,0.180000,0.050000,0.010924
0.500000,0.180000,0.050000,0.011072
0.520000,0.180000,0.050000,0.010924
0.540000,0.180000,0.050000,0.010492
0.560000,0.180000,0.050000,0.009809
0.580000,0.180000,0.050000,0.008927
0.600000,0.180000,0.050000,0.007909
0.620000,0.180000,0.050000,0.006822
0.640000,0.180000,0.050000,0.005729
0.660000,0.180000,0.050000,0.004685
0.680000,0.180000,0.050000,0.003730
0.700000,0.180000,0.050000,0.002892
0.720000,0.180000,0.050000,0.002184
0.740000,0.180000,0.050000,0.001607
0.760000,0.180000,0.050000,0.001152
0.780000,0.180000,0.050000,0.000804
0.800000,0.180000,0.050000,0.000547
0.820000,0.180000,0.050000,0.000363
0.840000,0.180000,0.050000,0.000234
0.860000,0.180000,0.050000,0.000148
0.880000,0.180000,0.050000,0.000091
0.900000,0.180000,0.050000,0.000054
0.920000,0.180000,0.050000,0.000031
0.940000,0.180000,0.050000,0.000017
0.960000,0.180000,0.050000,0.000007
0.980000,0.180000,0.050000,0.000000
0.000000,0.200000,0.050000,0.000000
0.020000,0.200000,0.050000,0.000006
0.040000,0.200000,0.050000,0.000014
0.060000,0.200000,0.050000,0.000027
0.080000,0.200000,0.050000,0.000048
0.100000,0.200000,0.050000,0.000082
0.120000,0.200000,0.050000,0.000137
0.140000,0.200000,0.050000,0.000223
0.160000,0.200000,0.050000,0.000354
0.180000,0.200000,0.050000,0.000547
0.200000,0.200000,0.050000,0.000825
0.220000,0.200000,0.050000,0.001212
0.240000,0.200000,0.050000,0.001736
0.260000,0.200000,0.050000,0.002422
0.280000,0.200000,0.050000,0.003292
0.300000,0.200000,0.050000,0.004359
0.320000,0.200000,0.050000,0.005621
0.340000,0.200000,0.050000,0.007058
0.360000,0.200000,0.050000,0.008631
0.380000,0.200000,0.050000,0.010277
0.400000,0.200000,0.050000,0.011914
0.420000,0.200000,0.050000,0.013447
0.440000,0.200000,0.050000,0.014775
0.460000,0.200000,0.050000,0.015804
0.480000,0.200000,0.050000,0.016455
0.500000,0.200000,0.050000,0.016678
0.520000,0.200000,0.050000,0.016455
0.540000,0.200000,0.050000,0.015804
0.560000,0.200000,0.050000,0.014775
0.580000,0.200000,0.050000,0.013447
0.600000,0.200000,0.050000,0.011914
0.620000,0.200000,0.050000,0.010277
0.640000,0.200000,0.050000,0.008631
0.660000,0.200000,0.050000,0.007058
0.680000,0.200000,0.050000,0.005621
0.700000,0.200000,0.050000,0.004359
0.720000,0.200000,0.050000,0.003292
0.740000,0.200000,0.050000,0.002422
0.760000,0.200000,0.050000,0.001736
0.780000,0.200000,0.050000,0.001212
0.800000,0.200000,0.050000,0.000825
0.820000,0.200000,0.050000,0.000547
0.840000,0.200000,0.050000,0.000354
0.860000,0.200000,0.050000,0.000223
0.880000,0.200000,0.050000,0.000137
0.900000,0.200000,0.050000,0.000081
0.920000,0.200000,0.050000,0.000047
0.940000,0.200000,0.050000,0.000025
0.960000,0.200000,0.050000,0.000011
0.980000,0.200000,0.050000,0.000000
0.000000,0.220000,0.050000,0.000000
0.020000,0.220000,0.050000,0.000009
0.040000,0.220000,0.050000,0.000021
0.060000,0.220000,0.050000,0.000039
0.080000,0.220000,0.050000,0.000070
0.100000,0.220000,0.050000,0.000120
0.120000,0.220000,0.050000,0.000201
0.140000,0.220000,0.050000,0.000328
0.160000,0.220000,0.050000,0.000520
0.180000,0.220000,0.050000,0.000804
0.200000,0.220000,0.050000,0.001212
0.220000,0.220000,0.050000,0.001781
0.240000,0.220000,0.050000,0.002551
0.260000,0.220000,0.050000,0.003558
0.280000,0.220000,0.050000,0.004836
0.300000,0.220000,0.050000,0.006402
0.320000,0.220000,0.050000,0.008255
0.340000,0.220000,0.050000,0.010365
0.360000,0.220000,0.050000,0.012675
0.380000,0.220000,0.050000,0.015091
0.400000,0.220000,0.050000,0.017493
0.420000,0.220000,0.050000,0.019743
0.440000,0.220000,0.050000,0.021692
0.460000,0.220000,0.050000,0.023202
0.480000,0.220000,0.050000,0.024158
0.500000,0.220000,0.050000,0.024485
0.520000,0.220000,0.050000,0.024158
0.540000,0.220000,0.050000,0.023202
0.560000,0.220000,0.050000,0.021692
0.580000,0.220000,0.050000,0.019743
0.600000,0.220000,0.050000,0.017493
0.620000,0.220000,0.050000,0.015091
0.640000,0.220000,0.050000,0.012675
0.660000,0.220000,0.050000,0.010365
0.680000,0.220000,0.050000,0.008255
0.700000,0.220000,0.050000,0.006402
0.720000,0.220000,0.050000,0.004836
0.740000,0.220000,0.050000,0.003558
0.760000,0.220000,0.050000,0.002551
0.780000,0.220000,0.050000,0.001781
0.800000,0.220000,0.050000,0.001212
0.820000,0.220000,0.050000,0.000804
0.840000,0.220000,0.050000,0.000520
0.860000,0.220000,0.050000,0.000327
0.880000,0.220000,0.050000,0.000201
0.900000,0.220000,0.050000,0.000120
0.920000,0.220000,0.050000,0.000069
0.940000,0.220000,0.050000,0.000037
0.960000,0.220000,0.050000,0.000016
0.980000,0.220000,0.050000,0.000000
0.000000,0.240000,0.050000,0.000000
0.020000,0.240000,0.050000,0.000013
0.040000,0.240000,0.050000,0.000030
0.060000,0.240000,0.050000,0.000056
0.080000,0.240000,0.050000,0.000101
0.100000,0.240000,0.050000,0.000173
0.120000,0.240000,0.050000,0.000288
0.140000,0.240000,0.050000,0.000469
0.160000,0.240000,0.050000,0.000745
0.180000,0.240000,0.050000,0.001152
0.200000,0.240000,0.050000,0.001736
0.220000,0.240000,0.050000,0.002551
0.240000,0.240000,0.050000,0.003652
0.260000,0.240000,0.050000,0.005094
0.280000,0.240000,0.050000,0.006922
0.300000,0.240000,0.050000,0.009163
0.320000,0.240000,0.050000,0.011814
0.340000,0.240000,0.050000,0.014833
0.360000,0.240000,0.050000,0.018137
0.380000,0.240000,0.050000,0.021593
0.400000,0.240000,0.050000,0.025030
0.420000,0.240000,0.050000,0.028248
0.440000,0.240000,0.050000,0.031035
0.460000,0.240000,0.050000,0.033194
0.480000,0.240000,0.050000,0.034562
0.500000,0.240000,0.050000,0.035030
0.520000,0.240000,0.050000,0.034562
0.540000,0.240000,0.050000,0.033194
0.560000,0.240000,0.050000,0.031035
0.580000,0.240000,0.050000,0.028248
0.600000,0.240000,0.050000,0.025030
0.620000,0.240000,0.050000,0.021593
0.640000,0.240000,0.050000,0.018137
0.660000,0.240000,0.050000,0.014833
0.680000,0.240000,0.050000,0.011814
0.700000,0.240000,0.050000,0.009163
0.720000,0.240000,0.050000,0.006922
0.740000,0.240000,0.050000,0.005094
0.760000,0.240000,0.050000,0.003652
0.780000,0.240000,0.050000,0.002551
0.800000,0.240000,0.050000,0.001736
0.820000,0.240000,0.050000,0.001152
0.840000,0.240000,0.050000,0.000745
0.860000,0.240000,0.050000,0.000469
0.880000,0.240000,0.050000,0.000288
0.900000,0.240000,0.050000,0.000172
0.920000,0.240000,0.050000,0.000099
0.940000,0.240000,0.050000,0.000053
0.960000,0.240000,0.050000,0.000023
0.980000,0.240000,0.050000,0.000000
0.000000,0.260000,0.050000,0.000000
0.020000,0.260000,0.050000,0.000018
0.040000,0.260000,0.050000,0.000041
0.060000,0.260000,0.050000,0.000079
0.080000,0.260000,0.050000,0.000140
0.100000,0.260000,0.050000,0.000241
0.120000,0.260000,0.050000,0.000403
0.140000,0.260000,0.050000,0.000655
0.160000,0.260000,0.050000,0.001039
0.180000,0.260000,0.050000,0.001607
0.200000,0.260000,0.050000,0.002422
0.220000,0.260000,0.050000,0.003558
0.240000,0.260000,0.050000,0.005094
0.260000,0.260000,0.050000,0.007105
0.280000,0.260000,0.050000,0.009654
0.300000,0.260000,0.050000,0.012778
0.320000,0.260000,0.050000,0.016474
0.340000,0.260000,0.050000,0.020683
0.360000,0.260000,0.050000,0.025288
0.380000,0.260000,0.050000,0.030105
0.400000,0.260000,0.050000,0.034895
0.420000,0.260000,0.050000,0.039380
0.440000,0.260000,0.050000,0.043265
0.460000,0.260000,0.050000,0.046274
0.480000,0.260000,0.050000,0.048179
0.500000,0.260000,0.050000,0.048832
0.520000,0.260000,0.050000,0.048179
0.540000,0.260000,0.050000,0.046274
0.560000,0.260000,0.050000,0.043265
0.580000,0.260000,0.050000,0.039380
0.600000,0.260000,0.050000,0.034895
0.620000,0.260000,0.050000,0.030105
0.640000,0.260000,0.050000,0.025288
0.660000,0.260000,0.050000,0.020683
0.680000,0.260000,0.050000,0.016474
0.700000,0.260000,0.050000,0.012778
0.720000,0.260000,0.050000,0.009654
0.740000,0.260000,0.050000,0.007105
0.760000,0.260000,0.050000,0.005094
0.780000,0.260000,0.050000,0.003558
0.800000,0.260000,0.050000,0.002422
0.820000,0.260000,0.050000,0.001607
0.840000,0.260000,0.050000,0.001039
0.860000,0.260000,0.050000,0.000655
0.880000,0.260000,0.050000,0.000402
0.900000,0.260000,0.050000,0.000240
0.920000,0.260000,0.050000,0.000138
0.940000,0.260000,0.050000,0.000074
